Company,Location,Country,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA", USA,6/23/1962,0:30:00,Thor DM-21 Agena-B,FTV 1129,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA", USA,6/28/1962,1:09:00,Thor DM-21 Agena-D,FTV 1151,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,6/30/1962,16:00:00,Cosmos-2I (63S1),Cosmos 6,Retired,0,Success
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA", USA,7/10/1962,8:35:00,Thor DM-19 Delta,Telstar 1,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA", USA,7/18/1962,20:15:00,Atlas-LV3 Agena-B,Samos 9,Retired,0,Success
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA", USA,7/21/1962,0:56:00,Thor DM-21 Agena-B,FTV 1130,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,7/22/1962,9:21:00,Atlas-LV3 Agena-B,Mariner 1,Retired,0,Failure
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA", USA,7/28/1962,0:30:00,Thor DM-21 Agena-B,FTV 1131,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,7/28/1962,9:18:00,Vostok-2,Cosmos 7,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA", USA,8/2/1962,0:17:00,Thor DM-21 Agena-D,FTV 1152,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA", USA,8/5/1962,17:59:00,Atlas-LV3 Agena-B,Samos 10,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,8/11/1962,8:30:00,Vostok,Vostok 3,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,8/12/1962,8:02:00,Vostok,Vostok 4,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,8/18/1962,15:00:00,Cosmos-2I (63S1),Cosmos 8,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA", USA,8/23/1962,11:44:00,Scout X-2M,DSAP-1 F2 (Program 35),Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,8/25/1962,2:56:00,Molniya,2MV-1 n†­1 (Venera 2),Retired,0,Failure
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,8/27/1962,6:53:00,Atlas-LV3 Agena-B,Mariner 2,Retired,0,Success
US Air Force,"SLC-2W, Vandenberg AFB, California, USA", USA,8/29/1962,1:00:00,Thor DM-21 Agena-D,FTV 1153,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,9/1/1962,2:12:00,Molniya,2MV-1 n†­2 (Venera 2),Retired,0,Failure
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA", USA,9/1/1962,20:39:00,Thor DM-21 Agena-B,FTV 1132,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,9/12/1962,0:59:00,Molniya,2MV-2 n†­1 (Venera 2),Retired,0,Failure
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA", USA,9/17/1962,23:46:00,Thor DM-21 Agena-B,FTV 1133 & ERS-2,Retired,0,Success
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA", USA,9/18/1962,8:53:00,Thor DM-19 Delta,TIROS-6,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,9/27/1962,9:40:00,Vostok-2,Cosmos 9,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA", USA,9/29/1962,6:05:00,Thor DM-21 Agena-B,Alouette 1 & TAVE,Retired,0,Success
US Air Force,"SLC-2W, Vandenberg AFB, California, USA", USA,9/29/1962,23:34:00,Thor DM-21 Agena-D,FTV 1154,Retired,0,Success
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA", USA,10/2/1962,22:11:00,Delta A,Explorer 14,Retired,0,Success
NASA,"LC-14, Cape Canaveral AFS, Florida, USA", USA,10/3/1962,9:13:00,Atlas-D Mercury,Sigma 7 (MA-8),Retired,0,Success
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA", USA,10/9/1962,18:35:00,Thor DM-21 Agena-B,FTV 1134,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,10/17/1962,9:00:00,Vostok-2,Cosmos 10,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,10/18/1962,16:59:00,Atlas-LV3 Agena-B,Ranger 5,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,10/20/1962,4:00:00,Cosmos-2I (63S1),Cosmos 11,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,10/24/1962,17:55:00,Molniya,2MV-4 n†­1 (Mars 1),Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,10/25/1962,7:00:00,Cosmos-2I (63S1),1MS #2,Retired,0,Failure
US Air Force,"SLC-2W, Vandenberg AFB, California, USA", USA,10/26/1962,16:14:00,Thor DM-21 Agena-D,STARAD,Retired,0,Success
US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA", USA,10/27/1962,23:15:00,Delta A,Explorer 15,Retired,0,Success
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA", USA,10/31/1962,8:08:00,Thor-DM21 Ablestar,ANNA 1B,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/1/1962,16:14:00,Molniya,Mars 1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/4/1962,15:35:00,Molniya,2MV-3 n†­1 (Mars 2),Retired,0,Failure
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA", USA,11/5/1962,22:04:00,Thor DM-21 Agena-B,FTV 1136,Retired,0,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA", USA,11/11/1962,20:17:00,Atlas-LV3 Agena-B,Samos 11,Retired,0,Success
US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA", USA,11/24/1962,22:01:00,Thor DM-21 Agena-B,FTV 1135,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA", USA,12/4/1962,21:30:00,Thor DM-21 Agena-D,FTV 1155,Retired,0,Success
US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA", USA,12/13/1962,4:07:00,Thor DM-21 Agena-D,Injun 3 & Others,Retired,0,Success
US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA", USA,12/13/1962,23:30:00,Delta B,Relay 1,Retired,0,Success
US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA", USA,12/14/1962,21:26:00,Thor DM-21 Agena-D,FTV 1156,Retired,0,Success
NASA,"LA-3, Wallops Flight Facility, Virginia, USA", USA,12/16/1962,14:33:00,Scout X-3,Explorer 16 (S-55B),Retired,0,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA", USA,12/17/1962,20:36:00,Atlas-LV3 Agena-B,Midas 6,Retired,0,Failure
US Air Force,"SLC-5, Vandenberg AFB, California, USA", USA,12/19/1962,1:25:00,Scout X-3,Transit-5A 1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,12/22/1962,9:24:00,Vostok-2,Cosmos 12,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,1/4/1963,8:49:00,Molniya,E-6 n†­1 (Luna 4),Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,2/3/1963,9:29:00,Molniya,E-6 n†­2 (Luna 4),Retired,0,Failure
US Air Force,"SLC-5, Vandenberg AFB, California, USA", USA,2/19/1963,16:33:00,Scout X-3M,DSAP-1 F3 (Program 35),Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,3/21/1963,8:30:00,Vostok-2,Cosmos 13,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,4/2/1963,8:04:00,Molniya,Luna 4,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA", USA,4/5/1963,3:01:00,Scout X-3,Transit-5A 2,Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,4/6/1963,3:01:00,Cosmos-2I (63S1),DS-P1 #2,Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,4/13/1963,11:00:00,Cosmos-2I (63S1),Cosmos 14,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,4/22/1963,8:30:00,Vostok-2,Cosmos 15,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA", USA,4/26/1963,,Scout X-2M,DSAP-1 F4 (Program 35),Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,4/28/1963,8:49:00,Vostok-2,Cosmos 16,Retired,0,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA", USA,5/9/1963,20:06:00,Atlas-LV3 Agena-B,Midas 7,Retired,0,Success
NASA,"LC-14, Cape Canaveral AFS, Florida, USA", USA,5/15/1963,13:04:00,Atlas-D Mercury,Faith 7 (MA-9),Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,5/22/1963,3:00:00,Cosmos-2I (63S1),Cosmos 17,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,5/24/1963,10:34:00,Vostok-2,Cosmos 18,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,6/1/1963,,Cosmos-2I (63S1),DS-MT #1,Retired,0,Failure
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA", USA,6/12/1963,,Atlas-LV3 Agena-B,Midas 8,Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,6/14/1963,11:58:00,Vostok,Vostok 5,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA", USA,6/16/1963,1:49:00,Scout X-3,Transit-5A 3,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,6/16/1963,9:29:00,Vostok,Vostok 6,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA", USA,6/28/1963,21:19:00,Scout X-4,CRL-1 (GRS),Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,7/10/1963,10:03:00,Vostok-2,Zenit-2 n†­12,Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,7/12/1963,20:46:00,Atlas-LV3 Agena-D,KH-7 Gambit 4001,Retired,0,Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA", USA,7/19/1963,3:51:00,Atlas-LV3 Agena-B,Midas 9,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,8/6/1963,6:00:00,Cosmos-2I (63S1),Cosmos 19,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,8/22/1963,6:00:00,Cosmos-2I (63S1),DS-A1 #3,Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,9/6/1963,19:30:00,Atlas-LV3 Agena-D,KH-7 Gambit 4002,Retired,0,Success
US Air Force,"SLC-5, Vandenberg AFB, California, USA", USA,9/27/1963,11:17:00,Scout X-2B,DSAP-1 F5 (Program 35),Retired,0,Failure
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA", USA,10/17/1963,2:37:00,Atlas-LV3 Agena-D,Vela 1A/1B,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,10/18/1963,9:29:00,Vostok-2,Cosmos 20,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,10/24/1963,4:30:00,Cosmos-2I (63S1),DS-A1 #4,Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,10/25/1963,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4003,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/1/1963,8:56:00,Poliot,Poliot-1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/11/1963,6:23:00,Molniya,Cosmos 21,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/16/1963,10:34:00,Voskhod,Cosmos 22,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,11/27/1963,19:03:00,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/28/1963,9:19:00,Vostok-2,Zenit-2 n†­14,Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,12/13/1963,14:15:00,Cosmos-2I (63S1),Cosmos 23,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,12/18/1963,21:45:00,Atlas-LV3 Agena-D,KH-7 Gambit 4004,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,12/19/1963,9:28:00,Vostok-2,Cosmos 24,Retired,0,Success
NASA,"SLC-5, Vandenberg AFB, California, USA", USA,12/19/1963,18:49:00,Scout X-4,Explorer 19 (AD-A),Retired,0,Success
NASA,"LC-34, Cape Canaveral AFS, Florida, USA", USA,1/29/1964,16:25:00,Saturn I,SA-5,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,1/30/1964,9:45:00,Vostok,Elektron 1 & 2,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,1/30/1964,15:49:00,Atlas-LV3 Agena-B,Ranger 6,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,2/19/1964,5:47:00,Molniya,3MV-1 n†­2 (Zond 1),Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,2/25/1964,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,2/27/1964,13:26:00,Cosmos-2I (63S1),Cosmos 25,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,3/11/1964,20:14:00,Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,3/18/1964,15:07:00,Cosmos-2I (63S1),Cosmos 26,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,3/21/1964,8:15:00,Molniya,E-6 n†­6,Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,3/27/1964,3:24:00,Molniya,Cosmos 27,Retired,0,Partial Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,4/2/1964,2:42:00,Molniya,Zond 1,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,4/4/1964,9:45:00,Vostok-2,Cosmos 28,Retired,0,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA", USA,4/8/1964,16:01:00,Titan II GLV,Gemini 1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,4/12/1964,9:31:00,Poliot,Poliot-2,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,4/20/1964,8:08:00,Molniya,E-6 n†­5 (Luna 5),Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,4/23/1964,16:19:00,Atlas-LV3 Agena-D,KH-7 Gambit 4007,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,4/25/1964,10:21:00,Vostok-2,Cosmos 29,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,5/18/1964,9:42:00,Voskhod,Cosmos 30,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,5/19/1964,19:21:00,Atlas-LV3 Agena-D,KH-7 Gambit 4008,Retired,0,Success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA", USA,5/28/1964,17:07:00,Saturn I,A-101,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,6/4/1964,4:00:00,Molniya,Molniya-1 n†­1,Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,6/6/1964,6:00:00,Cosmos-2I (63S1),Cosmos 31,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,6/10/1964,11:00:00,Vostok-2,Cosmos 32,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,6/23/1964,10:00:00,Vostok-2,Cosmos 33,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,6/30/1964,14:04:00,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle),Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,7/1/1964,11:00:00,Voskhod,Cosmos 34,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,7/6/1964,18:51:00,Atlas-LV3 Agena-D,KH-7 Gambit 4009,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,7/10/1964,,Vostok,Elektron 3 & 4,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,7/15/1964,11:27:00,Vostok-2,Cosmos 35,Retired,0,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA", USA,7/17/1964,2:37:00,Atlas-LV3 Agena-D,Vela 2A/2B,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,7/28/1964,16:50:00,Atlas-LV3 Agena-B,Ranger 7,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,7/30/1964,3:36:00,Cosmos-2I (63S1),Cosmos 36,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,8/14/1964,9:30:00,Vostok-2,Cosmos 37,Retired,0,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA", USA,8/14/1964,22:00:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4010,Retired,0,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Multinational,8/18/1964,9:15:00,Cosmos-1 (65S3),"Cosmos 38, 39 & 40",Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,8/22/1964,7:21:00,Molniya,Cosmos 41,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,8/22/1964,11:02:00,Cosmos-2I (63S1),Cosmos 42 & 43,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,8/28/1964,16:00:00,Vostok-2M,Cosmos 44,Retired,0,Success
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA", USA,9/1/1964,15:00:00,Titan IIIA,Transtage 1,Retired,63230000,Failure
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,9/5/1964,1:23:00,Atlas-LV3 Agena-B,OGO 1,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,9/13/1964,9:45:00,Voskhod,Cosmos 45,Retired,0,Success
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA", USA,9/18/1964,16:22:00,Saturn I,A-102,Retired,0,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA", USA,9/23/1964,13:10:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4011,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,9/24/1964,12:04:00,Vostok-2,Cosmos 46,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,10/6/1964,7:00:00,Voskhod,Cosmos 47,Retired,0,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA", USA,10/8/1964,,Atlas-SLV3 Agena-D,KH-7 Gambit 4012,Retired,0,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,10/12/1964,7:30:00,Voskhod,Voskhod 1,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,10/14/1964,10:00:00,Vostok-2,Cosmos 48,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,10/23/1964,18:30:00,Atlas-LV3 Agena-D,KH-7 Gambit 4013,Retired,0,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Multinational,10/23/1964,,Cosmos-1 (65S3),"Strela-1 #4, 5, 6",Retired,0,Failure
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,10/24/1964,5:16:00,Cosmos-2I (63S1),Cosmos 49,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,10/28/1964,10:40:00,Vostok-2,Cosmos 50,Retired,0,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA", USA,11/5/1964,19:22:00,Atlas-LV3 Agena-D,Mariner 3,Retired,0,Failure
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,11/28/1964,14:22:00,Atlas-LV3 Agena-D,Mariner 4,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,11/30/1964,13:12:00,Molniya,Zond 2,Retired,0,Success
RVSN USSR,"Mayak-2, Kapustin Yar, Russia", Russia,12/1/1964,,Cosmos-2I (63S1),DS-2 #2,Retired,0,Failure
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA", USA,12/4/1964,18:57:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4014,Retired,0,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia", Russia,12/9/1964,23:02:00,Cosmos-2I (63S1),Cosmos 51,Retired,0,Success
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA", USA,12/10/1964,16:52:00,Titan IIIA,Transtage 2,Retired,63230000,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,12/11/1964,14:25:00,Atlas-LV3C Centaur-C,Surveyor-Model 1,Retired,0,Partial Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,1/11/1965,9:29:00,Vostok-2,Cosmos 52,Retired,0,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA", USA,1/19/1965,14:04:00,Titan II GLV,Gemini 2,Retired,0,Success
General Dynamics,"LC-576B3, Vandenberg AFB, California, USA", USA,1/21/1965,20:09:00,Atlas-D OV1,OV1-1,Retired,0,Failure
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,1/23/1965,20:09:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4015,Retired,0,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia", Russia,1/30/1965,9:36:00,Cosmos-2I (63S1),Cosmos 53,Retired,0,Success
US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA", USA,2/11/1965,15:19:00,Titan IIIA,LES 1,Retired,63230000,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia", Russia,2/12/1965,12:00:00,Cosmos-2I (63S1),DS-P1 You #2,Retired,0,Failure
NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA", USA,2/16/1965,14:37:00,Saturn I,A-103,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,2/17/1965,17:05:00,Atlas-LV3 Agena-B,Ranger 8,Retired,0,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia", Russia,2/20/1965,6:30:00,Cosmos-2I (63S1),DS-A1 #6,Retired,0,Failure
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Multinational,2/21/1965,11:00:00,Cosmos-1 (65S3),"Cosmos 54, 55 & 56",Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,2/22/1965,7:30:00,Voskhod,Cosmos 57,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,2/26/1965,5:01:00,Vostok-2M,Cosmos 58,Retired,0,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA", USA,3/2/1965,13:25:00,Atlas-LV3C Centaur-C,Surveyor-SD 1,Retired,0,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,3/7/1965,8:59:00,Voskhod,Cosmos 59,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,3/12/1965,9:36:00,Molniya,Cosmos 60,Retired,0,Success
General Dynamics,"SLC-4W, Vandenberg AFB, California, USA", USA,3/12/1965,19:25:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4016,Retired,0,Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",Multinational,3/15/1965,11:00:00,Cosmos-1 (65S3),"Cosmos 61, 62 & 63",Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,3/18/1965,7:00:00,Voskhod,Voskhod 2,Retired,0,Success
General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA", USA,3/21/1965,21:37:00,Atlas-LV3 Agena-B,Ranger 9,Retired,0,Success
NASA,"LC-19, Cape Canaveral AFS, Florida, USA", USA,3/23/1965,14:24:00,Titan II GLV,Gemini 3,Retired,0,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,3/25/1965,10:00:00,Vostok-2,Cosmos 64,Retired,0,Success
General Dynamics,"SLC-4E, Vandenberg AFB, California, USA", USA,4/3/1965,21:25:00,Atlas-SLV3 Agena-D,SNAPSHOT,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,4/10/1965,8:15:00,Molniya,E-6 n†­8 (Luna),Retired,0,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",Multinational,4/17/1965,9:50:00,Voskhod,Cosmos 65,Retired,0,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Multinational,4/23/1965,1:55:00,Molniya,Molniya-1 n†­3,Retired,0,Success
